"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Il18",2.37887534034326e-160,1.2293648589652,0.461,0.022,3.6896356528724e-156,"Ent","Il18"
"Nlrp6",2.27552797148054e-157,1.00802409242509,0.656,0.052,3.52934388376632e-153,"Ent","Nlrp6"
"Rbp7",2.93168513836198e-157,0.959316776202956,0.531,0.031,4.54704364959943e-153,"Ent","Rbp7"
"Sult1b1",3.95258033852074e-157,1.66753181752458,0.609,0.046,6.13045210504566e-153,"Ent","Sult1b1"
"Fam213b",3.31682579933062e-155,1.25833803806837,0.688,0.062,5.1443968147618e-151,"Ent","Fam213b"
"Tkfc",3.9982754031936e-155,1.09864970884305,0.594,0.043,6.20132515035328e-151,"Ent","Tkfc"
"Treh",6.89018418313125e-155,0.676540207609483,0.281,0.005,1.06866756680366e-150,"Ent","Treh"
"Rdh7",2.92318196006461e-152,0.978445065217266,0.484,0.027,4.53385522006022e-148,"Ent","Rdh7"
"Maoa",1.5865834630772e-151,1.75052660745787,0.695,0.067,2.46079095123273e-147,"Ent","Maoa"
"Mep1b",1.60590664371945e-151,1.64453897062432,0.461,0.024,2.49076120440887e-147,"Ent","Mep1b"
"Aamdc",2.46654812825547e-150,1.20391742815477,0.727,0.073,3.82561614692423e-146,"Ent","Aamdc"
"Cyp3a13",1.48671426304596e-149,0.999148460599702,0.453,0.023,2.30589382198428e-145,"Ent","Cyp3a13"
"Slc39a5",2.64801627856389e-149,1.00458848993668,0.688,0.062,4.10707324805259e-145,"Ent","Slc39a5"
"Ces2c",7.79724298283759e-146,1.54579866862276,0.562,0.041,1.20935238663811e-141,"Ent","Ces2c"
"Sfn",1.57728017478094e-145,1.21999632500894,0.766,0.083,2.44636155108523e-141,"Ent","Sfn"
"Slc7a9",3.95756856497875e-145,0.89093558912348,0.539,0.037,6.13818884428204e-141,"Ent","Slc7a9"
"Cmbl",9.22287768811796e-142,0.98119992128355,0.578,0.045,1.4304683294271e-137,"Ent","Cmbl"
"Cyp3a25",6.78075518086262e-141,0.639039173476949,0.273,0.006,1.05169512855179e-136,"Ent","Cyp3a25"
"Ms4a101",1.09603277138281e-140,1.49543158884311,0.648,0.061,1.69994682841474e-136,"Ent","Ms4a10"
"Retsat",3.86211600583764e-140,0.620789801022091,0.453,0.025,5.99014192505418e-136,"Ent","Retsat"
"Prlr",4.70281314055935e-140,0.714684226819842,0.531,0.036,7.29406318100755e-136,"Ent","Prlr"
"Ces2a1",5.95968812765051e-140,1.33637981273993,0.586,0.047,9.24347628598594e-136,"Ent","Ces2a"
"Slc6a20a",4.9515018010913e-139,0.566130329380431,0.336,0.012,7.67977929349261e-135,"Ent","Slc6a20a"
"Exoc3l4",1.2864634214952e-138,0.577004298817073,0.359,0.014,1.99530476673905e-134,"Ent","Exoc3l4"
"Coro2a",1.82337522775178e-137,0.962698618044466,0.656,0.063,2.82805497824302e-133,"Ent","Coro2a"
"Khk",2.13251260864078e-137,1.89101542794785,0.758,0.092,3.30752705600186e-133,"Ent","Khk"
"Pcsk5",4.80834697048252e-135,0.497265212348785,0.375,0.016,7.45774615121839e-131,"Ent","Pcsk5"
"St3gal4",4.80438184784612e-134,2.44698791939183,0.82,0.121,7.45159624600934e-130,"Ent","St3gal4"
"Cyp2b10",7.82174715650887e-134,0.920777017989151,0.25,0.005,1.21315298397453e-129,"Ent","Cyp2b10"
"Car9",6.52073344271692e-133,0.586237215600818,0.453,0.027,1.01136575696539e-128,"Ent","Car9"
"Chpt1",7.88095387705626e-129,1.47614776388916,0.727,0.091,1.22233594633143e-124,"Ent","Chpt1"
"Dgat1",3.48282850212513e-127,1.91326343062876,0.789,0.116,5.40186700679608e-123,"Ent","Dgat1"
"Metrnl",4.33604987709818e-125,0.463189338077531,0.367,0.017,6.72521335937928e-121,"Ent","Metrnl"
"Ociad2",5.28469041775321e-125,1.58415730698943,0.859,0.142,8.19655483793524e-121,"Ent","Ociad2"
"Mgst2",5.8097741644417e-125,1.71310104057911,0.75,0.103,9.01095972904908e-121,"Ent","Mgst2"
"Acat1",1.94040964459754e-124,0.975764270292392,0.727,0.086,3.00957535877079e-120,"Ent","Acat1"
"C1qtnf12",1.95190414947751e-123,0.834631535469682,0.539,0.045,3.02740333583962e-119,"Ent","C1qtnf12"
"Tstd1",7.80821255744926e-123,1.24450985341306,0.688,0.081,1.21105376766038e-118,"Ent","Tstd1"
"Ccl25",2.96270645760109e-122,2.6152937604485,0.836,0.144,4.59515771573928e-118,"Ent","Ccl25"
"Cd302",1.51228821181123e-121,0.716594759250541,0.562,0.049,2.34555901651922e-117,"Ent","Cd302"
"Slc7a8",2.64532484980885e-119,0.558535600391233,0.461,0.032,4.10289884205353e-115,"Ent","Slc7a8"
"Casp1",2.90226516164011e-119,0.887758298399208,0.633,0.068,4.50141326570381e-115,"Ent","Casp1"
"Ephx2",3.44689227239512e-119,1.01562950860428,0.445,0.03,5.34612991448484e-115,"Ent","Ephx2"
"Aldh1a1",3.69433230277996e-119,1.20128159769802,0.469,0.035,5.72990940161171e-115,"Ent","Aldh1a1"
"Slc4a4",5.30465182117899e-119,0.540854021944515,0.359,0.018,8.22751497464861e-115,"Ent","Slc4a4"
"Clca4b",3.22845304513288e-118,0.864761148658855,0.43,0.028,5.00733067300109e-114,"Ent","Clca4b"
"Cnih4",5.0423976310427e-117,1.10553913322587,0.766,0.108,7.82075872574723e-113,"Ent","Cnih4"
"Gda",6.53639780006422e-117,1.40486753845107,0.391,0.023,1.01379529878996e-112,"Ent","Gda"
"Pnp2",9.83427118817579e-117,0.936111160052019,0.586,0.059,1.52529546128607e-112,"Ent","Pnp2"
"Cps11",1.1246150826544e-116,1.29640099641411,0.789,0.109,1.74427799319698e-112,"Ent","Cps1"
"Cds1",1.42616205500107e-116,0.848457631111634,0.586,0.058,2.21197734730666e-112,"Ent","Cds1"
"Plcb3",1.23939888286094e-115,0.758123686297009,0.602,0.061,1.92230766731731e-111,"Ent","Plcb3"
"Mttp",2.50380953814991e-113,2.1430407576805,0.711,0.102,3.88340859367051e-109,"Ent","Mttp"
"Slc28a1",2.08113818009765e-112,0.254289343621175,0.164,0.002,3.22784531733146e-108,"Ent","Slc28a1"
"Cdc42ep5",7.94281043460647e-112,1.02794046174603,0.703,0.093,1.23192989840746e-107,"Ent","Cdc42ep5"
"Dab11",3.10924110142592e-111,0.472872457133262,0.336,0.016,4.8224329483116e-107,"Ent","Dab1"
"Slco2b1",2.42707333925486e-110,0.260253051808104,0.203,0.004,3.76439074918429e-106,"Ent","Slco2b1"
"H2-Q1",2.89574906364994e-109,0.320614322733111,0.219,0.005,4.49130679772106e-105,"Ent","H2-Q1"
"Plbd1",8.66418361544643e-109,0.34749004290509,0.281,0.011,1.34381487875574e-104,"Ent","Plbd1"
"Adh6a",5.52188611616803e-107,2.65901687572217,0.68,0.097,8.56444536617662e-103,"Ent","Adh6a"
"Reg3g1",5.78207505980056e-106,2.67292716118182,0.508,0.048,8.96799841775066e-102,"Ent","Reg3g"
"Blvrb",9.16442095273208e-106,0.623598591860973,0.523,0.049,1.42140168976875e-101,"Ent","Blvrb"
"Tubal3",9.8024084667651e-106,0.382387483087332,0.289,0.012,1.52035355319527e-101,"Ent","Tubal3"
"Mpp1",3.69795949489797e-105,0.811939827485116,0.453,0.037,5.73553517658675e-101,"Ent","Mpp1"
"Mrpl12",7.24376514110219e-105,1.48754821885193,0.938,0.214,1.12350797338495e-100,"Ent","Mrpl12"
"Fahd1",1.39677287570967e-104,1.29031957085558,0.656,0.091,2.1663947302257e-100,"Ent","Fahd1"
"Muc3",1.50046321500036e-104,1.00322789438777,0.531,0.054,2.32721844646556e-100,"Ent","Muc3"
"Bmp3",1.92268256450788e-104,0.260596182988432,0.195,0.004,2.98208065755173e-100,"Ent","Bmp3"
"Marc2",1.1829984867408e-103,2.47178236271639,0.922,0.235,1.83483065293498e-99,"Ent","Marc2"
"Me1",3.71661048076085e-103,0.465786348662367,0.359,0.022,5.76446285566009e-99,"Ent","Me1"
"Scrn2",5.01852181805012e-103,0.523644962589695,0.445,0.035,7.78372733979573e-99,"Ent","Scrn2"
"Fh1",1.09635598578217e-102,0.987266106287178,0.711,0.103,1.70044813394814e-98,"Ent","Fh1"
"Gpx21",5.90299603234583e-102,2.12435901944208,0.984,0.285,9.15554684616838e-98,"Ent","Gpx2"
"Ggt1",1.32994898675941e-101,1.09421401256512,0.312,0.016,2.06275087846385e-97,"Ent","Ggt1"
"Slc7a7",2.7998656148216e-101,0.826169135140932,0.477,0.043,4.34259156858831e-97,"Ent","Slc7a7"
"Tkt",3.35025673043407e-100,1.49339157507172,0.93,0.221,5.19624818890324e-96,"Ent","Tkt"
"Ppp1r14d",9.64295078895692e-100,1.24487870168644,0.773,0.137,1.49562166736722e-95,"Ent","Ppp1r14d"
"Dhrs1",5.24038350166068e-99,1.28511318850149,0.617,0.081,8.12783481107571e-95,"Ent","Dhrs1"
"Sdhd",1.0081006167951e-98,1.51914598982715,0.875,0.198,1.5635640566492e-94,"Ent","Sdhd"
"Prpsap1",1.30554953602795e-98,1.30883212640225,0.789,0.149,2.02490733037934e-94,"Ent","Prpsap1"
"Prap1",3.64105588432963e-98,3.17078388096208,0.914,0.241,5.64727767659526e-94,"Ent","Prap1"
"Cryl1",1.22399621630288e-97,0.684942691832814,0.586,0.068,1.89841813148577e-93,"Ent","Cryl1"
"Lct",2.27788244856572e-97,0.858024993370147,0.227,0.007,3.53299567772543e-93,"Ent","Lct"
"Slc22a1",3.11457599236054e-97,0.52389228119661,0.453,0.039,4.83070736415119e-93,"Ent","Slc22a1"
"Mt1",4.0803563628649e-97,1.64318043714443,0.812,0.156,6.32863271880346e-93,"Ent","Mt1"
"Slc9a3",1.58058899933368e-96,0.351577965472723,0.234,0.008,2.45149353796654e-92,"Ent","Slc9a3"
"Pycard",4.19613432373009e-96,2.56794974404291,0.953,0.288,6.50820433610537e-92,"Ent","Pycard"
"Hsd17b4",4.95847693083146e-96,0.705874665633372,0.539,0.059,7.69059771971959e-92,"Ent","Hsd17b4"
"Creb3l3",6.06853503023312e-96,1.19415966266918,0.492,0.051,9.41229783189157e-92,"Ent","Creb3l3"
"Acaa2",8.23951880137313e-96,1.46305291339389,0.781,0.148,1.27794936609297e-91,"Ent","Acaa2"
"Gstm1",8.3949584031048e-96,1.01408250822483,0.508,0.053,1.30205804832155e-91,"Ent","Gstm1"
"Phb21",1.40299674699327e-95,1.49775322126667,0.922,0.232,2.17604795458656e-91,"Ent","Phb2"
"Akr1c191",4.51612930874844e-95,1.07330012666298,0.648,0.092,7.00451655786883e-91,"Ent","Akr1c19"
"Cgref1",3.44272376383513e-94,1.23596626513307,0.508,0.055,5.33966455770829e-90,"Ent","Cgref1"
"Echs1",3.48275855378747e-94,0.92971852506278,0.734,0.119,5.40175851692437e-90,"Ent","Echs1"
"Prdx6",6.86924896607503e-94,1.49612962707621,0.898,0.225,1.06542051463824e-89,"Ent","Prdx6"
"Slc51b",1.98813251844009e-93,0.619447134530681,0.359,0.025,3.08359353610058e-89,"Ent","Slc51b"
"Cyc1",1.65701778374092e-92,1.89006617684037,0.953,0.323,2.57003458258216e-88,"Ent","Cyc1"
"Mylk1",9.46615675330136e-92,0.532250447423606,0.422,0.035,1.46820091243704e-87,"Ent","Mylk"
"Kitl",1.6515071806329e-91,0.433882657338844,0.336,0.022,2.56148763716163e-87,"Ent","Kitl"
"Lrrc59",4.22474314673496e-91,0.936964225980754,0.734,0.126,6.55257662058592e-87,"Ent","Lrrc59"
"Glod52",2.96881740427529e-90,1.5632077605173,0.828,0.181,4.60463579403098e-86,"Ent","Glod5"
"Fdx1",7.46991368237556e-89,0.799193020495904,0.641,0.094,1.15858361213645e-84,"Ent","Fdx1"
"Gsdmc4",1.33787543866777e-88,1.3975858114651,0.414,0.038,2.07504480537371e-84,"Ent","Gsdmc4"
"Leap2",1.80937635760655e-88,0.834278224307876,0.234,0.01,2.80634273064776e-84,"Ent","Leap2"
"Fuom",3.81402537240426e-88,0.899759713472496,0.648,0.1,5.91555335259901e-84,"Ent","Fuom"
"Ndufv2",1.01570912093304e-87,1.38635938481529,0.898,0.25,1.57536484656715e-83,"Ent","Ndufv2"
"Ndufa9",1.11369347941086e-86,1.05028841226609,0.836,0.184,1.72733858656624e-82,"Ent","Ndufa9"
"S100g",1.25858905721504e-86,1.56819145375544,0.461,0.047,1.95207162774052e-82,"Ent","S100g"
"C1qbp1",1.27167558214101e-86,0.954287440438863,0.648,0.096,1.97236882790071e-82,"Ent","C1qbp"
"Ugt2b342",2.20614995294141e-85,1.17610826644436,0.633,0.103,3.42173857701213e-81,"Ent","Ugt2b34"
"Tmem14c",2.32588330721811e-85,1.32137708524273,0.891,0.242,3.60744500949528e-81,"Ent","Tmem14c"
"Slc2a2",2.33153171873241e-85,0.606625445355735,0.211,0.008,3.61620569575397e-81,"Ent","Slc2a2"
"Mrpl55",2.74623301230975e-85,0.720258434569098,0.648,0.097,4.25940740209242e-81,"Ent","Mrpl55"
"Idh3a",1.13052025662387e-84,0.921558699497919,0.688,0.116,1.75343691802362e-80,"Ent","Idh3a"
"Esd",1.25161460861868e-84,1.28893141169171,0.898,0.244,1.94125425796757e-80,"Ent","Esd"
"Lypd8",1.66733092896002e-84,3.09617083019092,0.969,0.415,2.58603027081699e-80,"Ent","Lypd8"
"Cyp4f14",2.95421055630939e-84,1.36818526318386,0.609,0.095,4.58198057283586e-80,"Ent","Cyp4f14"
"Glo1",3.00147734165876e-84,0.927197779809089,0.727,0.132,4.65529135691274e-80,"Ent","Glo1"
"Timm8a1",5.57312480860504e-84,0.660980551280042,0.57,0.073,8.64391657814641e-80,"Ent","Timm8a1"
"2210016F16Rik",5.73512094296634e-84,0.8151853792163,0.625,0.097,8.89517258254079e-80,"Ent","2210016F16Rik"
"Acp51",1.33646993417034e-83,0.887887066563162,0.641,0.101,2.0728648678982e-79,"Ent","Acp5"
"Psmb2",1.43204228204799e-83,1.10297241975136,0.812,0.181,2.22109757945644e-79,"Ent","Psmb2"
"Gm1123",5.80951839983719e-83,1.18444320086013,0.789,0.167,9.01056303814749e-79,"Ent","Gm1123"
"Chchd10",6.54681234725872e-83,1.84547045430163,0.969,0.398,1.01541059505983e-78,"Ent","Chchd10"
"Tmem139",6.7125071469516e-83,0.30343614169251,0.242,0.011,1.04110985849219e-78,"Ent","Tmem139"
"Oat1",2.1348645201856e-82,1.83865059497803,0.922,0.287,3.31117487080787e-78,"Ent","Oat"
"Fam162a",2.79354372187809e-82,0.794360943468118,0.656,0.105,4.33278631263292e-78,"Ent","Fam162a"
"Mcrip2",4.5467469869136e-82,0.645123125624243,0.508,0.06,7.052004576703e-78,"Ent","Mcrip2"
"Ndufv1",5.14809317137504e-82,1.15457275577803,0.859,0.217,7.98469250880269e-78,"Ent","Ndufv1"
"Adtrp",1.1827115645153e-81,0.655428134015982,0.5,0.06,1.83438563656323e-77,"Ent","Adtrp"
"Aldh1b11",1.24876979913922e-81,1.44758022981241,0.875,0.224,1.93684195846493e-77,"Ent","Aldh1b1"
"Ndufa10",1.39200615404064e-81,1.18241334985647,0.875,0.227,2.15900154491703e-77,"Ent","Ndufa10"
"Uqcrc2",1.64126802495306e-81,1.51938261447391,0.867,0.248,2.54560670670219e-77,"Ent","Uqcrc2"
"Uqcrc1",2.22883813908828e-81,1.66504964143843,0.891,0.281,3.45692795372592e-77,"Ent","Uqcrc1"
"Ppa1",3.46098645285454e-81,1.97624390138321,0.852,0.251,5.36798998837739e-77,"Ent","Ppa1"
"Slc25a15",4.76952865470896e-81,0.486815669819739,0.406,0.038,7.3975389434536e-77,"Ent","Slc25a15"
"Mrpl42",6.45122773273287e-81,0.93645864022142,0.766,0.151,1.00058542134687e-76,"Ent","Mrpl42"
"Cth1",8.41995968159359e-81,0.739802150411866,0.602,0.087,1.30593574661517e-76,"Ent","Cth"
"Sptssa1",9.75790812379688e-81,0.997277800700558,0.82,0.178,1.5134515500009e-76,"Ent","Sptssa"
"Hnf4g",3.96385852289774e-80,0.739989821547226,0.508,0.064,6.14794456901439e-76,"Ent","Hnf4g"
"Slc13a1",4.41681357740421e-80,0.605091841553611,0.312,0.022,6.85047785855393e-76,"Ent","Slc13a1"
"Tmem147",4.55530035227605e-80,1.12364418630376,0.82,0.19,7.06527084638016e-76,"Ent","Tmem147"
"Cdk2ap2",6.92246016496163e-80,0.981880980771523,0.688,0.128,1.07367357158555e-75,"Ent","Cdk2ap2"
"Pla2g12b",9.30731136480291e-80,0.677864178538478,0.469,0.054,1.44356399268093e-75,"Ent","Pla2g12b"
"Cyp2c66",1.03534007115763e-79,0.359613057246284,0.219,0.009,1.60581245036548e-75,"Ent","Cyp2c66"
"Suclg1",2.44787717105972e-79,1.40895608917446,0.938,0.32,3.79665749231362e-75,"Ent","Suclg1"
"Apoc2",4.17814939391243e-79,0.271994550237793,0.141,0.003,6.48030970995819e-75,"Ent","Apoc2"
"Ctsz2",1.88093122364985e-78,1.20647441180542,0.805,0.199,2.91732432788092e-74,"Ent","Ctsz"
"Etfa",3.17863751057408e-78,0.888206960351219,0.781,0.162,4.93006677890041e-74,"Ent","Etfa"
"Gss",7.22876372269999e-78,0.571924977618412,0.516,0.065,1.12118125339077e-73,"Ent","Gss"
"Cdkn2b1",8.8422205962973e-78,0.907432662430317,0.547,0.079,1.37142841448571e-73,"Ent","Cdkn2b"
"Aldob",1.08828525217253e-77,2.63216099577215,0.82,0.224,1.68793042611959e-73,"Ent","Aldob"
"Ndufab1",1.3933717512881e-77,1.61893396144202,0.93,0.338,2.16111958624785e-73,"Ent","Ndufab1"
"Bpnt1",3.902645518096e-77,1.24850484369931,0.75,0.168,6.0530031985669e-73,"Ent","Bpnt1"
"Acot13",4.98720161525528e-77,0.805634062130262,0.68,0.122,7.73514970526095e-73,"Ent","Acot13"
"Fabp2",7.62057335460096e-77,3.96838524957787,0.984,0.445,1.18195092729861e-72,"Ent","Fabp2"
"Sdhc",9.53217775143325e-77,1.05888405821341,0.82,0.202,1.4784407692473e-72,"Ent","Sdhc"
"Agpat2",1.2425359258037e-76,1.17337560112814,0.68,0.137,1.92717322092154e-72,"Ent","Agpat2"
"Pccb",1.32518837672261e-76,0.976665954722299,0.547,0.081,2.05536717229676e-72,"Ent","Pccb"
"Sdhb",2.49667491603973e-76,1.59971411745159,0.883,0.288,3.87234279477762e-72,"Ent","Sdhb"
"Cox5a",3.55333814053043e-76,2.04617299806825,0.984,0.571,5.5112274559627e-72,"Ent","Cox5a"
"Ndufa51",5.19247291027013e-76,1.35636189467208,0.93,0.31,8.05352548382897e-72,"Ent","Ndufa5"
"Xdh",5.77232741649245e-76,0.492872414592231,0.273,0.017,8.95287982297979e-72,"Ent","Xdh"
"Ndufb6",1.76834432711915e-75,1.26684792962218,0.805,0.208,2.7427020513618e-71,"Ent","Ndufb6"
"Ndufa8",1.82125283265543e-75,1.24684291939107,0.914,0.284,2.82476314344857e-71,"Ent","Ndufa8"
"Anpep2",2.37965416281856e-75,1.78720794987097,0.57,0.094,3.69084360653159e-71,"Ent","Anpep"
"Csrp21",3.11016364537935e-75,1.08438071885438,0.68,0.124,4.82386381398338e-71,"Ent","Csrp2"
"Ahnak",5.7358599268175e-75,0.300187019738762,0.195,0.008,8.89631874649395e-71,"Ent","Ahnak"
"Xpnpep1",5.76817625446879e-75,0.712253930487718,0.562,0.084,8.94644137068109e-71,"Ent","Xpnpep1"
"Atp5a1",1.0388317246955e-74,1.63887403926503,0.984,0.588,1.61122800500272e-70,"Ent","Atp5a1"
"Cda",2.03393940092217e-74,1.67563778965779,0.836,0.237,3.15464001083028e-70,"Ent","Cda"
"Sult2b1",3.52704620123059e-74,0.800186059701699,0.461,0.058,5.47044865810865e-70,"Ent","Sult2b1"
"Yif1a",8.56099310239907e-74,0.783121701317216,0.633,0.111,1.3278100301821e-69,"Ent","Yif1a"
"Mrpl34",9.71406962535452e-74,1.17324294561419,0.828,0.223,1.50665219889249e-69,"Ent","Mrpl34"
"Akr7a5",2.52394271147494e-73,0.956637242876004,0.758,0.17,3.91463514549763e-69,"Ent","Akr7a5"
"Sec13",3.56618092105955e-73,0.724903977778653,0.641,0.112,5.53114660856336e-69,"Ent","Sec13"
"Txn12",3.7437716549354e-73,1.74707164098407,1,0.832,5.80658983680481e-69,"Ent","Txn1"
"Atp5b1",4.52965654116431e-73,1.49928808830185,1,0.774,7.02549729534585e-69,"Ent","Atp5b"
"Ndufs3",5.72748305329178e-73,1.15286172452032,0.82,0.217,8.88332621565555e-69,"Ent","Ndufs3"
"Rflnb",1.02154688423989e-72,0.45138439812656,0.352,0.032,1.58441921745606e-68,"Ent","Rflnb"
"0610005C13Rik",1.14039170179746e-72,0.468990393986352,0.391,0.039,1.76874752948786e-68,"Ent","0610005C13Rik"
"Ndufs2",1.1843381248505e-72,1.28419072952536,0.883,0.293,1.83690843164313e-68,"Ent","Ndufs2"
"Plpp21",1.56115785338383e-72,0.940457401556439,0.742,0.164,2.42135583059832e-68,"Ent","Plpp2"
"Atp5f11",2.01207238178573e-72,1.60066250176389,1,0.546,3.12072426414967e-68,"Ent","Atp5f1"
"Smim241",4.83552130363215e-72,2.19028898406448,0.867,0.298,7.49989354193347e-68,"Ent","Smim24"
"Pex11a",5.39613853929745e-72,0.349981399729899,0.289,0.021,8.36941087445035e-68,"Ent","Pex11a"
"Fmc1",5.44967562015261e-72,0.779593302756936,0.711,0.138,8.4524468868567e-68,"Ent","Fmc1"
"Cat",8.28169377915973e-72,0.692478432438409,0.445,0.054,1.28449070514767e-67,"Ent","Cat"
"Atp5c1",9.0037402175849e-72,1.67112135318072,0.969,0.49,1.39648010774742e-67,"Ent","Atp5c1"
"Mrpl51",9.7302060277855e-72,1.06004563055004,0.836,0.219,1.50915495490953e-67,"Ent","Mrpl51"
"Tomm5",1.12214832269662e-71,1.08843769146298,0.758,0.173,1.74045204850246e-67,"Ent","Tomm5"
"Pnp1",1.56039080317782e-71,1.09570329646243,0.781,0.194,2.4201661357288e-67,"Ent","Pnp"
"Ndufa41",1.580358176223e-71,1.80090866217517,0.977,0.551,2.45113553132188e-67,"Ent","Ndufa4"
"Psmb9",1.8440833138546e-71,0.948200739120362,0.719,0.154,2.86017321978848e-67,"Ent","Psmb9"
"Timm17a",2.40706108328763e-71,0.806686990495582,0.695,0.139,3.73335174017911e-67,"Ent","Timm17a"
"Bst1",2.46082008891339e-71,0.351704859721819,0.141,0.003,3.81673195790467e-67,"Ent","Bst1"
"Bola3",2.97258440218391e-71,0.801127465153681,0.68,0.131,4.61047840778724e-67,"Ent","Bola3"
"Pycrl",3.20139635458668e-71,0.552897316665659,0.492,0.065,4.96536574596394e-67,"Ent","Pycrl"
"Prss32",3.69145051456866e-71,0.875059558277692,0.547,0.086,5.72543974809599e-67,"Ent","Prss32"
"Txn2",4.07036530660002e-71,0.908177380097358,0.75,0.164,6.31313659053664e-67,"Ent","Txn2"
"Mpc2",5.69327566996528e-71,1.31564277447296,0.922,0.327,8.83027056411616e-67,"Ent","Mpc2"
"Mrps36",8.01029190767438e-71,0.925760890349737,0.742,0.166,1.2423962748803e-66,"Ent","Mrps36"
"Mdh1",8.25772042465712e-71,1.76157978341945,0.914,0.371,1.28077243786432e-66,"Ent","Mdh1"
"Sar1b",3.17739500298136e-70,1.11832126042628,0.695,0.151,4.92813964962409e-66,"Ent","Sar1b"
"Lcmt1",4.33509402461325e-70,0.479205965609475,0.445,0.053,6.72373083217515e-66,"Ent","Lcmt1"
"1110008F13Rik",5.08302450396054e-70,1.22480488199888,0.781,0.2,7.8837710056428e-66,"Ent","1110008F13Rik"
"Pgam1",6.19517381048912e-70,1.30947101638745,0.875,0.289,9.60871458006862e-66,"Ent","Pgam1"
"Glrx5",6.4057875868914e-70,0.967630998645322,0.781,0.185,9.93537654726856e-66,"Ent","Glrx5"
"Pigr2",9.76667086844249e-70,2.37254307557899,0.961,0.453,1.51481065169543e-65,"Ent","Pigr"
"Slc46a1",1.02451444246476e-69,0.270963931043429,0.125,0.002,1.58902190026284e-65,"Ent","Slc46a1"
"Ace",1.20597084817289e-69,0.521347534991571,0.211,0.011,1.87046078551615e-65,"Ent","Ace"
"Dhrs4",1.40747170511777e-69,0.976107537544094,0.805,0.198,2.18298861463766e-65,"Ent","Dhrs4"
"Ndufc2",1.86847172714446e-69,1.2792001787524,0.922,0.333,2.89799964880105e-65,"Ent","Ndufc2"
"Pgd",4.09485779529149e-69,0.935343989268492,0.688,0.146,6.3511244404971e-65,"Ent","Pgd"
"Dnase1",4.55047576010157e-69,0.579115355824891,0.141,0.004,7.05778790391753e-65,"Ent","Dnase1"
"Ndufa12",4.74529943308356e-69,1.28396919660299,0.938,0.37,7.35995942071261e-65,"Ent","Ndufa12"
"Cox4i12",1.67259936084984e-68,1.45163875945205,1,0.845,2.5942016086781e-64,"Ent","Cox4i1"
"Vmp11",1.94368896024692e-68,1.1107504364697,0.711,0.16,3.01466157734297e-64,"Ent","Vmp1"
"Prdx13",2.47493670141308e-68,1.91197703661097,1,0.613,3.83862682389169e-64,"Ent","Prdx1"
"Gpx1",4.17089709535779e-68,2.11017042962173,0.898,0.35,6.46906139489993e-64,"Ent","Gpx1"
"Mrps15",4.4605947871309e-68,0.668354740301505,0.656,0.122,6.91838251484003e-64,"Ent","Mrps15"
"Uqcrfs1",8.40691790074581e-68,1.50606292106041,0.883,0.332,1.30391296640568e-63,"Ent","Uqcrfs1"
"Abhd6",9.02581449542934e-68,0.425824763228324,0.32,0.028,1.39990382824109e-63,"Ent","Abhd6"
"Slc25a3",1.19477455377727e-67,1.60146925323243,0.977,0.677,1.85309533290855e-63,"Ent","Slc25a3"
"Casp61",1.41927193826508e-67,1.1396880121647,0.719,0.171,2.20129077624913e-63,"Ent","Casp6"
"Ndufb5",2.433727417499e-67,1.5517560985984,0.906,0.368,3.77471122454095e-63,"Ent","Ndufb5"
"Aldh9a1",2.84655652348095e-67,0.949282537102987,0.633,0.128,4.41500916791895e-63,"Ent","Aldh9a1"
"Abhd3",3.8223629754974e-67,0.3440125357263,0.273,0.02,5.92848497499647e-63,"Ent","Abhd3"
"Fth12",3.90050248290068e-67,1.9803343677628,1,0.936,6.04967935097896e-63,"Ent","Fth1"
"Tfg",4.45180977225029e-67,1.26766532188848,0.641,0.136,6.90475695676019e-63,"Ent","Tfg"
"Nr1i3",7.98763546916892e-67,0.326525108997459,0.266,0.019,1.2388822612681e-62,"Ent","Nr1i3"
"Hint1",8.96632734650423e-67,1.44781104936352,0.992,0.598,1.39067737144281e-62,"Ent","Hint1"
"Mdh2",1.05622417965995e-66,2.17453084777535,0.945,0.471,1.63820370265258e-62,"Ent","Mdh2"
"Dnajc19",1.47886319822673e-66,0.779408030921273,0.742,0.164,2.29371682044965e-62,"Ent","Dnajc19"
"Mrps14",2.1106312001303e-66,0.961569063767504,0.766,0.187,3.2735889914021e-62,"Ent","Mrps14"
"Tomm22",2.27605610469154e-66,0.972372458937737,0.789,0.202,3.53016301837658e-62,"Ent","Tomm22"
"Lta4h",2.43873341486592e-66,0.59373890428648,0.508,0.075,3.78247552645704e-62,"Ent","Lta4h"
"H2afv",2.47091557562416e-66,1.24682960365237,0.906,0.293,3.83239005779308e-62,"Ent","H2afv"
"Acadvl",3.3657006037566e-66,0.915780648636187,0.664,0.143,5.22020163642649e-62,"Ent","Acadvl"
"Atp5g11",5.38560893234559e-66,1.54209129441519,0.992,0.725,8.353079454068e-62,"Ent","Atp5g1"
"Ptges2",5.76623244177684e-66,0.458466927835128,0.406,0.047,8.94342651719588e-62,"Ent","Ptges2"
